uniqueID,drugName,condition,rating,date,usefulCount,review
2689,Diltiazem,Atrial Fibrillation,3,42689,10,Worked to convert afib than dropped blood pressure too low Doc adjusted med but I had the worse headaches everyday just in the week I was on it I had to lay down due to headache and very tired feeling each day Looks like it works for many who have posted Trying metoprolol See it has a less favorable review but my hubby has taken it for years with no side effects Hoping for a great outcome
2691,Diltiazem,High Blood Pressure,10,42677,24,Ive been on Cardia XT for year Yes pass the side affects please Occasional dizziness light headiness some minor weight gain but watching what I eat getting into the gym GIVE UP THE SALT Processed foods are also sodium filledThe fatigue is awful on most days I just have to get that nap in but preferably not in Atlanta traffic but overall it definitely does its job blood pressure is excellent most days My blood pressure was triggering AFIB landed me in ERIntensive Care last November for days YIKES This mornings pressure was AMAZING
2692,Diltiazem,Atrial Flutte,1,42647,23,I had a terrible reaction to Cartia XTs formulation of Cardizem when my usual manufacturer PAR who also makes Cardizem capsules was not in stock at my pharmacySo they substituted Cartia XTs formulation of Cardizem I began having extreme racing more than usual AF and it continued to recur within about an hour after taking it each day It was very alarming because PAR manufacturer of Cardizem never gave me a bad reaction and I had been taking it for yearsPharmacists who try to tell you that all generics are the same but that is misleading the main ingredient prescription drug must be the same as the brand but the manufacturer can vary the remaining ingredients and it is very difficult to find out what they are
2695,Diltiazem,Atrial Fibrillation,10,42586,42,I was diagnosed with Sinus Tachycardia a few years ago My resting heart rate was usually Resting heart rate I was put on a medication that made me so tired I could barely function After a month on that I insisted on switching and they gave me Dilt XR mg I noticed some slowing of my heart rate and absolutely NO side effects Still my heart rate was running around and would get like hot flashes if I did much moving around which made work miserable I have increased my dosage to mg and I feel so much better Pulse is running in the s and the hot flashes and sweating have almost gone away
2698,Mydayis,ADHD,9,42955,29,Works great Lasts longer than Adderall XR and gets me through my hours shift as a nurse No crash at the end of the day
2700,Diltiazem,Atrial Fibrillation,5,41482,50,I was happy with medication as I did not have as many side effect but on day of taking it I developed a rash on my stomach next day chest and lower back third day neck and face It was the only thing I was doing differently so I looked up its side effects Rash was listed and could occur within to days It is a Saturday so as advised online I stopped the medication I hope this a temporary condition and I can begin again or an alternative can be found
2704,Diltiazem,Supraventricular Tachycardia,6,41183,45,I am on mg once a day Been taking meds since Feb Works GREAT for treating the heart problem only I have side effects A week after starting the medication at the lowest dosage I developed sinus congestion Increased my medication after six months and the congestion continued and now developed sinus drainage down my throat that caused a cough Medicine was increased again and now the congestioncoughwheezing is getting unbearable I took myself off the medicines and within days all my symptoms were GONE
2706,Diltiazem,Atrial Fibrillation,10,40993,68,Excellent control of my atrial fibrillation Significantly improved my quality of life
2707,Diltiazem,High Blood Pressure,9,40969,40,My Dad takes this one My whole family has problems with the horrible side effects of blood pressure medicines My Dad is very picky and tolerates this one well
2710,Diltiazem,Atrial Flutte,3,40857,36,I have been diagnosed for years with tachycardia and the doctor does not know why I have such a high heart rate Was put on this medicine Still at rest my heart rate is over Yesterday he upped the dosage from to mg Im so tired of having this problem and taking this medicine
2711,Diltiazem,Atrial Fibrillation,1,40557,48,Been on this for over month AF still happening nearly everyday May last for hours I dont think it does any good Ill see doctor in days Hope he has something else to try
2712,Diltiazem,Atrial Flutte,3,40542,22,My cardiologist started me on this medicine mg x a day Everytime I took a dosage I ended up with a severe pain across my back When I stopped taking the medication within hours the pain went away It reminded me of the same kind of pain one gets with a kidney infection So I quit taking the medicine
2713,Diltiazem,Atrial Fibrillation,9,40336,137,Taking it for many years with no adverse effects Its been highly effective
2716,Diltiazem,Raynauds Syndrome,8,40203,62,Recently diagnosed Has helped tremendously on circulation and fatigue I was amazed that I was able to grab a handful of snow for a short time without triggering an onset of usual numb painful cycle I started off with mg and now on mg daily I now have my thermostat set lower and get hot wearing long sleeves now Im a happy camper for the first time in years
2717,Diltiazem,Supraventricular Tachycardia,10,40176,40,I have had SVTs for about years and was switched from Calan SR to this drug I had no issues for about years until recently when I was told that Cartia had been discontinued Now I am on Diltiazem for months and have already had episodes in a month I am going to try my hardest to get back on Cartia
2721,Diltiazem,High Blood Pressure,10,40065,35,I have kids and Im only I was on life support and when I came to I found out that my pressure had dropped Now Im on diltiazem mg once a day and it working great for me
2722,Diltiazem,Atrial Fibrillation,9,40064,35,All I know is that it works
2723,Diltiazem,Atrial Fibrillation,7,40060,65,I have been on this medicine for two months I have had one attack since I started I do feel a little tired and weak but no other side effects
2724,Diltiazem,Atrial Fibrillation,5,42507,23,breakthrough afib eventsAt first had few side effects after taking med for mo physical side effects are occurring eg physical feeling of weakness shaky feeling in arms little more clumsy and less strong legs tire more eassily with increased cognitive changes eg difficutly retrieving information names etc
2725,Diltiazem,Atrial Fibrillation,10,42484,26,mg is my friend When I have an AFIB incident about x per year I double up the med and I convert soon after Before I was educated I ran to the hospital and they gave me cardia in IV form NO bad side effects at all Highly recommended
2726,Diltiazem,High Blood Pressure,9,42453,39,Taking the slow release mg version I take it at night about minutes before bedtime Averts any dizziness since I am going to bed to sleep BP has been good generally resting pulse of about Thankfully I am optimal weight and I exercise to times weekly mostly a mile walk each time and about situps Drinking lots of water to stay hydrated mild constipation so I eat a cup of yogurt at least every other day
2728,Diltiazem,Atrial Fibrillation,5,42432,20,Side effectshoarseness No appetitefatiguestomach upset Have been on metropolol which caused shortness of breath Still trying to find something without so many side effects
2729,Diltiazem,Atrial Fibrillation,9,42424,25,I have had two episodes of lone afib one yrs ago and one six months ago For the earlier episode I was placed on Toprol Digoxin and Warfarin it was HORRIBLE Ive never felt so sick in my life This time I was placed on mg of Diltiazem and Xarelto I have been on both for six months with the only minor issue being a bit of excess gas small price to pay to keep the afib away
2730,Diltiazem,Atrial Fibrillation,10,42416,40,HiIve been taking mg of tiazac every evening for the past years after a trip to the ER at years oldI waited about hours to call the paramedics but after being unable to climb the stairs I decided to call them My heartbeat was still well over when I got to the ERI was lucky to be in good shape because it is well possible my heart would not have held on at that rate for that long Tiazac works great for meAt first I tried pills per day but did not work very wellAfter a few weeks my doctor switched me to long release mgIm still with it years later and training for a triathlon in the fall and k next springIf your conditions allows it exercise and drink decaf for me at least
2731,Diltiazem,Not Listed / Othe,8,42348,5,Been taking cartia xt mg twice a day since for pvcs pacs occasional svt and nonsustained afib unrelated to the chest pains I get quite frequently It helped a lot but the doctor recently upped my dosage to mg twice a day for chest pain that I am now experiencing from coronary spasms due to a myocardial bridge diagnosed via catheterization Hopefully the increase in dosage will stop all these terrifying spasms
2732,Diltiazem,Atrial Fibrillation,10,42294,24,I have been taking Diltiazem for at least years at different dosages I am now at mg It has worked wonders for my Afib and blood pressure I always take it at night become since it makes me tired My brother started taking it and it has really helped lower his blood pressure
2733,Diltiazem,High Blood Pressure,8,42292,23,occasional dizziness but drug works
2734,Diltiazem,Atrial Fibrillation,3,42277,11,Gave me headaches Didnt fix the Afib but Im going in for cardioversion nd time and had the cardioablation so mine apparently is persistent I like Bystolic better no side effects I got the generic since it was covered
2736,Diltiazem,Supraventricular Tachycardia,5,42196,14,I just started on mg ER Diltiazem once daily I am male quot lbs with SVT history I past been on Metropolol Atenlol and Bystolic I had horrible side effects with Beta Blockers Doc switched me to Diltiazem because he said less side effects My SVT results in second arrythmias and then they stop I havent been experiencing the SVT in quite some time but my chief complaint is the sinus HeartRate My resting heartrate on BB was bbm I weaned off BB and for days was medicine free but my resting HR was which quickly shot up when I did anything I did feel alot better for those days but I went back on mg Bystolic until I saw Doctor Day on Diltiazem and resting HR Feel better but doesnt seem to slow HR down
2737,Diltiazem,High Blood Pressure,8,42184,16,I take mg Once a day It is a wonder drug It helped lower my blood pressure but it also helps with my headaches When I feel a migraine coming my doctor gave me mg for the migranes and I lay down for an hour or two and my migraine is gone
2738,Diltiazem,Angina Pectoris Prophylaxis,10,42139,12,Im years old and have started having high blood pressure Hydrochlorothiazide didnt work After seeing the cardiologist I started dilitiazem hr er mg cap for high blood pressure and angina I feel like I worked instantly on my third dose I checked my blood pressure and in was lower it was still at risk but it was much lower and my pulse was normal I do feel slightly dizzy for a split second I dont feel tired and I drive all day with it I have had a loss of appetite but I think thats a good thing so I can get this weight off Im using this medicine along with diet and slow pace exercise This is day four and I still have a slight chest pain for a second once or twice a day but I know its working because I feel better
2739,Diltiazem,Atrial Fibrillation,10,42133,49,For years More like forever I kept getting diagnosed with panic attacks since by the time I would get to the ER the quotepisodequot had stopped Last year I had the worst and longest episode Id ever experienced By the time I got to the ER my heart rate was still in the s At yrs old I Finally found out it had been AFib the last years Was prescribed Diltiazem Cardizem mg every hrs and I love it A little bumpy in the beginning Sensitivity to sunlight and tirednessdizzy but not bothersome to the point I wanted to stop After about a week the mild side effects had passed and well Its just awesome I highly recommend to help control AFib symptoms
2740,Diltiazem,Atrial Fibrillation,9,42087,13,Atrial fibrillation due to chemotherapy After lisinopril metroprol and losartan I started on this AND I LOVED IT dizzy at first but it worked itself out after few days heart rate was way to low at first but resolved itself just as it all worked out and I went for my first bike ride I developed a rash stomach back neck legs then buttocks so on day Im stopping Bummer
2742,Diltiazem,High Blood Pressure,10,41806,47,Dropped the blood pressure from to in days but the fatigueconstipation and just an unwell feeling has made me stop this medicine
2743,Diltiazem,High Blood Pressure,5,41716,41,Couldnt sleep all night Had all hallucinations unusual bad dreams nightmares But I did feel the chest pressure ease up and chest pains gone I informed my Dr and he immediately told me to stop the medicine This was my first time on this pill Diltiazem ER mg at bedtime
2745,Diltiazem,High Blood Pressure,10,41615,46,Had high blood pressure episode of A combination of acute stress not enough exercise prediabetic dehydration and not watching sodium intake Moderately fit and no overweight ER gave me metoprolol mg a day and developed an antagonisticallergic reaction sending me back to the ER Started on losartan mg for two days and BP didnt go down as expected Stress test show normal everything except for borderline BP and rapid heart rate Cardiologist put me in mg Cartia XT Took a first dose last night BP dropped no symptoms had water and feet up Woke up with laying down an standing up So far ringing of the ears I hear my heart sounds and dry mouth Its working so far I will take it in the morning instead
2746,Diltiazem,High Blood Pressure,3,41598,34,Ive been on it for months and the constant diarrhea and nausea is getting to me I need to call my doctor to find a alternative
2747,Diltiazem,High Blood Pressure,2,41561,43,I will give this medication a couple more days but so far it has been awful for me because of the side effects I am constantly dizzylightheaded and feeling slightly sick to my stomach As I have a daily mile roundtrip commute to and from work thats scary It also appears to be affecting my depth perception
2748,Diltiazem,High Blood Pressure,3,41546,41,Diltiazem for High Blood Pressure Atrial Fibrillation Atrial Flutter I took Diltiazem before surgery and then continued it after for high blood pressure It worked just fine for a while although the hr only lasted for hours in my case Then I started getting toothaches and really bad gingivitis I did have gingivitis already I also started feeling lousy and only by coincidence did I stop taking the Diltiazem Two day later my toothaches were gone and my gums stated clearing up I still thought it was a coincidence I restarted Diltiazem again and the same thing happened again
2749,Mydayis,ADHD,8,43070,2,Ive been taking Mydayis for about weeksI was diagnosed with ADHD yrs ago and took Adderall XR mgs mgs every day Even though it helped me in many ways it also made me antisocial anxious over use it sometimes and very thirsty at all timesFor those reasons I decided to try something else Mydayis Honestly I feel much more motivated my energy increased Im not longer antisocial no crash and most importantly I can focus wellFor about a week I had some side effects increased heart beat couldnt sleep focus well high BP so give it some time to adjust I also read that most people that switched from Vyvanse to Mydayis are suffering from depression Be careful
2755,Mydayis,ADHD,10,43047,5,I was on Vyvanse mg for Bulimia it stopped the binge eating however I could never fall asleep not even with a sleeping pill and I always felt so very depressed in the late afternoon my doctor told me about Mydayis I switched to Mydayis mg which works even better I get a good nights sleep without a sleeping pill The only side effect is dry mouth and an occasional headache If I wait too late to take it Its always best to take it early in the morning I take mine at am I still have remained free from any binge eating episodes Thankful for this medication
2759,Mydayis,ADHD,9,43041,4,Mydayis works great if you are on the right dose I noticed some people on here are not getting the right strength when converting from Vyvanse or Adderall To the person whorsquos doctor switched you from of Vyvanse to mg of Mydayis your getting less medication Thatrsquos why itrsquos not working for you You should be taking mg You will notice a BIG difference
2761,Mydayis,ADHD,4,43014,7,I was prescribed vyvanse chewable mg in the am and at noon I loved it but had a month where I didnt take it regularly at noon Dr suggested this because of the extended release weeks in My sleep is concerning I havent hit rem in days now I have no appetite even in the am before I take the mydayis I have to force feed myself even icecream is a struggle after the rd bite The hours after I take it I feel lost cant track conversations nominimal recall I cant even prioritize After those hours things level out a bit but I dont have the motivation I had with Vyvanse I believe there is link between loss of quality sleep and stuggling to meet my dietary requirements and how the drug affects me
2762,Mydayis,ADHD,5,43012,7,Taking mg right now and was on adderall XR mg I dont understand this medicine since it usually makes me tired and down for about hours after taking it then get an okay amount of focus for another hours I personally cant deal with those hours everyday when I need to be productive so I will try something else This drug may be very similar to the chemicals in adderall but it definitely does not feel like it
2766,Mydayis,ADHD,2,42993,10,Not at all what I expected Have used Vyvanse with success but went back to adderall more flexibility dosing Can take a second dose during the day if necessary or not Mydayis takes an unusually long time to kick in Have found that I am much more irritable foggy and have experienced feelings of being overwhelmed at work doing things that I normally handle day in and day out with no problem I am for the most part easy going everything seems to annoy me since I began using Mydayis Also have experienced headaches during lag times body aches and flu like symptoms A lot of the time I feel worse than I do unmedicated Do not like Mydayis at all Will not be refilling
2767,Mydayis,ADHD,1,42991,15,I wanted this medication to work because I often forget to take my second generic adderral dose on time However Mydayis is not the wonder drug I wanted it to be It takes up to hours to kick in something they hide in the facts and even though I quotworkedquot this drawback by waking up earlier to take it there wasnt enough positives to keep me taking it past week four It lasted about hours before it quickly declined and leaving me with even worse ADD symptoms It was so bad I couldnt have a conversation or focus enough to make dinner without skipping into laundry cleaning or some other distractions Without the use of any medication I have never had symptoms this bad If this wasnt bad enough I had horrible nausea and indigestion
2768,Mydayis,ADHD,1,42991,10,Meh I was on Vyvanse mgday amp switched to Mydayis mgday NOT what I was hoping for Not by a Long Shot While it quotlasts longerquot than VYVANSE was on Vyvanse for years which only gave me about hours in the end it gives me MUCH LESS motivation Makes me depressed Im Very Sorry I did not only get Only a week supply rather than month I have no insurance amp it was about more than Vyvanse Needless to say I will request Vyvanse again at my next appt BIG DISAPPOINTMENT
2772,Mydayis,ADHD,2,42985,7,Not helpful for hyperactivity Lasts a long time but doesnt help much On mg but maybe the dose recommendation is too low
2773,Mydayis,ADHD,1,42981,12,Never had so many thoughts really down thoughts as I did well on this medication Also daily dosage only lasted hours before effect decreased rapidly Generic Adderall lasts longer with no downers This one was not the godsend I had hoped it would be
2775,Diltiazem,High Blood Pressure,10,40060,31,After my cardiologist tried me on many different combinations of Blood Pressure medications over a period of years Diltiazem worked perfectly Im on the maximum dosage allowed but take it twice a day in different dosages With Hyzaar at breakfast I take mg of Diltiazem With dinner I take mg of Diltiazem I have had no side effects that Im aware of Incidentally when I was put on Diltiazem I was taken off Toprol XL and I felt so much better after Toprol was out of my system I had no idea it was affecting me adversely until I was off it I saw on the review of Toprol that for as many people who said they tolerated it well there were an equal amount of others who had bad reactions to it
2776,Diltiazem,Atrial Fibrillation,8,40049,30,Helps my atrial fibrillation Last ECG was normal
2777,Diltiazem,Atrial Fibrillation,10,40035,50,I was on Cartia XT when they discontinued it It is the ONLY drug that works for me There was no warning from CVS either I went into fibrillation The doctor put me on four different drugs after that of which none worked One was too hard and large to swallow one had food dye and I am allergic and one made my head ring terribly Another one is on the way but it is twice a day Since I also have fibromyalgia I have to be extra careful
2779,Diltiazem,Supraventricular Tachycardia,9,40026,53,I have been on this medication a couple of years for supraventricular tachycardia and hypertension and have not had ONE episode of SVT since being on it I used to get SVT once or twice a month so this medicine has truly made my life better The problem I now face is with my insurance company since they are hiking up nongeneric copays to times as much as before Since there is no generic until I must either forego this medicine and try something else or pay something I cant afford This is frustrating when I know the medicine works
2781,Diltiazem,Atrial Fibrillation,10,40001,66,I use Cartia XT for Afibrillation The only problem I ran into was using generics CVS switched their provider and it did not work as well days of Afibrillation and I went on the real deal What a difference everything is back to normal
2782,Diltiazem,High Blood Pressure,5,39957,59,I switched to Cardizem from ToprolXL Cardizem tires me for about hours then Im good
2783,Diltiazem,Supraventricular Tachycardia,10,39956,72,I have been taking Cartia XT for supraventricular tachycardia for about years This medication has completely controlled the racing heart that I used to get from time to time Ive had no side effects A big bonus is that eating ice cream used to trigger the racing heart beat Now I can eat ice cream
2785,Diltiazem,High Blood Pressure,6,39926,52,Be prepared for a quotmental health dayquot My first mg dose wiped me out for a full hours I was dizzy and just plain off Sitting to standing was a crash and burn experiment It passed quickly and since nd day was okay
2786,Diltiazem,Angina Pectoris Prophylaxis,8,39909,24,I have taken Diltiazem for the past week for blood pressure and angina issues pain in my chest I has worked wonders however it does make you rather dizzy at times I take this with Plavix as my cardiologist recommended
2787,Diltiazem,High Blood Pressure,10,39818,133,Excellent treatment for high blood pressure Been taking for over years with excellent results
2788,Diltiazem,High Blood Pressure,8,39722,52,Ive recently started it to lower excessive blood pressure It does that I feel more comfortable and relaxed too However it does bring on light headaches sometimes
2789,Diltiazem,Atrial Fibrillation,10,39610,152,I am taking Cartia XT MG for atrial fibrillation It works and I have not noticed any other side effects other than being sleepy all of the morning I take it at am and usually could fall asleep without much prompting However Im not groggy and can concentrate fine The heart is in rhythm and thats what counts
2790,Dynacin,Acne,8,39800,10,This drug is very helpful I used to have pus filled acne all over my face and now very few of them It does nothing for white heads and clogged pores but does get rid of the pus filled looking ones
2791,Belbuca,Chronic Pain,7,43056,1,At bulging cervical disks CC stenosis with radiculopathy into my trachea Very strange and unbelievably painful years tons of epidurals physical therapy hot packs and yes pain meds This one is a winner with a giant caveatFirst narco then percocet then oxycontin then zohydro then back to Narco Not funBELBUCA It works well enough You have ZERO euphoria or any druggie feeling you can function and be productive The pain blocking sensation that a true opioid provides is thereMy only gripe is the tiny hr ldquomouth patchrdquo itself This is a disaster and has caused several destroyed patches that refused to insert and stck to finger HUGELY frustrating Will not properly dose unless applied perfectly
2792,Belbuca,Chronic Pain,2,43028,2,I hate reading reviews before I take a med because it does have a placebo affect on you whether itrsquoll work or not If yoursquore doing this stop Just take the meds and see how it works for YOU But I was put on belbuca after misusing Vicodin from chronic pain and disc replacement surgery Vicodin helped but dosage wasnrsquot enough and I abused it But belbuca Never helped my pain Started at and had WDs so bumped to mg and helped WDs but not pain I had break through meds but Belbuca renders them useless I ended up taking more BT meds trying to help pain on bad days but then sent red flags to my doc He didnrsquot seem to get Belbuca did not work for me Withdrawals are GOD AWFUL
2793,Belbuca,Chronic Pain,1,42969,7,I tried the mcg no relief and dr refused to give break thru pain meds told me to use OTC meds alternate Tylenol and Advil every hrs for the st month but she finally gave me ten pain pills for st month So the end month I go to mcg and get copay help card well after three days of runaround they tell me the card only works for st month If the pharmacy puts it in right so my script had a copay which I can not afford Tried to ask why they advertise help with copay yet they dont really offer help So instead of paying For second month I had to pay full copay so just make sure you can afford it before you start it Oh and no the film dont actually help as the s actually bunch and not melt so
2794,Belbuca,Pain,1,42951,14,I was on Fentynal patches for year and a half mcg I was needing a little more pain relief so the doctor was going to switch me to Butrans insurance wouldnt pay so he decided Belbuca Ive currently been on it for almost weeks I cant sleep more than an hour a day I have a massive headache all the time and my skin crawls like theres bugs under it almost Ive talk to the doctor he will not listen its not controlling the pain it wears off for hours before the next dose I cant hold food down and I have no desire to drink anything either
2795,Belbuca,Chronic Pain,1,42949,38,Dealing with arthritis over years first ran the gamut of all the meds was lambasted when I suggested old fashioned pain meds Finally told nothing more rheumatology could do for me that I should try pain mgmt That equals opioid therapy was a godsend for me years now no problemsside effects take as prescribed rarely asked for increase I take as prescribed responsibly With the climate how it is today theres a stigma if you are on opioid therapy you are addicted BS After years if I was going to have problems they would have happened by now Belbuca IMO is using devious marketing ploys it does not work Maybe a minority but what about honest law abiding patients who benefit from opioids taking it responsibly
2799,Belbuca,Chronic Pain,1,42865,42,I suffer from severe arthritis of hips and knees and they need to be replaced My Dr put me on belbuca along with my other pain meds and Im just gonna tell you belbuca is a joke Thanks to all you junkies out there people like me that suffer everyday from chronic pain literally are forced on this drug because all you crack heads want to get high You will eventually start trying to abuse this and they will ban it as well Because you find anyway to abuse something thanks to you all Think of this when you get hurt real bad and need pain meds and the Dr wont give you any because they dont make them anymore Think of that and I hope you finally see for your self but belbuca is a joke
2800,Belbuca,Chronic Pain,8,42852,49,I have many different problems I broke my lower back my pelvis in twelve different places my pubic bone and many other things Also have a titanium rod my left femur All due to a wreck I was in I have been through multiple surgeries SI joint injection which made my pain times worse Many different medications Nothing has worked But belbuca has made an amazing difference in my pain I also get nerve block shots and just recently had my nerves in my back cauterized This along with belbuca has made me feel alive again Yes I still have daily pain Yes I still wake up popping cracking and groaning from pain But I take my medication and my pain level goes from a to pretty fast Couldnt be happier
2801,Belbuca,Chronic Pain,1,42846,9,Doesnt work
2803,Belbuca,Chronic Pain,8,42812,39,I have DDD Fibromalgiachronic pain issues Pinched nerve In lower back fushion in neck with nerve damage issues I am taking belbuca MCG times a day and for the first time in years I have my pain under control with the only side effect constipation which can be remedied I love belbuca and yes Ive tried a bunch of other medication sit works great for me
2804,Belbuca,Chronic Pain,8,42792,42,My insurance is not covering Butrans patch anymore so my doctor started me on Belbeca mcg every hours I was concerned about it because of the negative reviews it received about its effectiveness and adhesive not staying put in the mouth I suffer with fibromyalgia and herniated discs in cervical thoracic and lumbar regions and sciatic nerve pain down to my foot I have not had issues with it sticking in my mouth I place a finger inside till it sticks and one outside my check if needed It stays put with no issues It has helped my pain better than the patch and Im taking less tramadol and zanaflex some days I dont need it Past few weeks I feel my pain is controlled Im not waking up in pain and feel alert to work
2805,Belbuca,Chronic Pain,9,42782,68,I never write reviews on anything but I am a year old male and was diagnosed with blood cancer about months ago and with this type of cancer I have comes the most horrific pain imaginable Imagine if every bone in your body is broke and there is razor blades running threw your veins all the while people are prying at every joint on your body with crow bars that have been heated up to almost melting and you start to come close I have been prescribed every pain medication under the sun to deal with this and nothing seems to help until my Dr put me on the Belbuca mcg I would just like to say thank you for giving my life back
2807,Belbuca,Chronic Pain,3,42770,9,I have Degenerative disc disease DDD a grade spondylolisthesis at LS arthritis and other chronic pain issues Like others Ive tried Vicodin Percocet oxycodone suboxone subutex and now Belbuca because my insurance wont cover Subutex It makes NO SENSE to me that theyll cover something that costs more than twice the price but doesnt even begin to help as much as Subutex did I like being on buprenorphine because I feel like I get enough pain relief to make it bearable but Belbuca not only wont stay stuck to my cheek like it says it will it gives me headaches DAILY Ive been on it for a little over weeks and had to give myself migraine shots this past week I couldnt tell you the last time I had to give myself within months
2811,Belbuca,Chronic Pain,9,42746,38,Ive dealt with chronic nervebackarthritis pain for years Ive taken just about everything there is to take including patches and an implanted neurostimulator Oxy worked best but isnt available any more due to misuse Belbucca has been good for me I do get occasional migrainesExcederin Migraine works I dont have the problem others have I stick it on my cheek near my molars and it never falls off There are trial blank films available to practice with My biggest side effect after months is quickened tooth decay I have also had to learn how to deal with not having the euphoria effect of the other meds that gets you moving and effects mood Its like the old days taking Advil and pain just leaves Im me againI like that
2812,Belbuca,Chronic Pain,1,42743,14,Since wasnt an option I had to select This medication is a waste of time and money I suffer from chronic pain syndrome massive muscle contractions tumors in my spine and severe overactive nerves which cause trigger points from my neck to my lower back I am so beyond miserable because the pain is excruciating I was taking of Percocet but my pain management doctor wanted to take me completely off of it due to risk of addiction so she switched me to Belbuca a month ago and I have no relief It does not work I cry and lay around all day because it hurts to move I was started on mcg then weeks later I was bumped up to mcg I have not felt any pain relief yet I do NOT recommend this to anyone
2814,Belbuca,Chronic Pain,5,42676,14,First I will say that Ive read about the expense Walmart charged for films month amp I took nucynta for years at a month so price wise it is one of the cheap onesWith that said I have CPS chronic pain syndrome spasmodic torticollis cervical dystonia DDD degenerative disc disease bulging amp herniated cervical discs carpel tunnel amp chronic migraines Ive tried Tylenol t ibuprofen norco vicodin percocet flexiril skelaxin baclofen zanaflex BEST muscle relaxer opana nucynta worked the best amp fo a few years vs months before drug tolerance Currently on nucynta amp belbuca lowering one upping other Pain is worse but tolerable Nausea is my worst issue Im not at a high enough dose for relief yet
2815,Belbuca,Chronic Pain,7,42675,28,I have been on this medicine for only about a week The first day I took it I got a migraine and the pain relief was similar to a tylenol or an ibuprofen The next day day I took my daily dose I may either take at a time twice a day or at a time one time per day so I took two this time and I felt much better than day one My body adjusted well My dose that I was given was VERY small to begin but my doctor said he will up my dose in December at my follow up visit I take it everyday BUCCAL FILM which tastes minty but can get stuck on my teeth and takes mins to dissolve It kicks in about mind after taking but I get the full effect HOURS afterwards Ok start to a new life without hardcore pain meds Not great but ok
2816,Cefixime,Bladder Infection,1,42589,3,While this medication cured my UTI it left me with debilitating cdiff Horrible situation Beware and ask questions Maybe another medication had fewer risks I dont knowbut I will certainly be asking more questions if I am ever prescribed anything again
2817,Cefixime,Sinusitis,10,42576,3,This drug got me well when NOTHING else would I had been sick for four months and had seen countless specialists and taken many prescription drugs and inhalers Nothing worked until I took this drug and Qnasl I was well in one week I believe it worked miracles
2819,Cefixime,Bronchitis,1,42115,3,Did absolutely nothing except give me diarrhea
2821,Cefixime,Urinary Tract Infection,10,41712,4,One time I experienced something strange I have difficulty of urinating Its like there something sharp crawling in my urethra its very painful I felt this for almost days until I cannot tolerate I have friend a physician I tell him and he gave me Cefixime mg tab I have he instructed me to take mg in a single dose and after few minutes or two the burning sensation is gone and the discharge gradually stop in days
2822,Cefixime,STD Prophylaxis,7,41118,6,Worked okay
2823,Cefixime,Otitis Media,10,40898,13,Great antibiotic Went to doctor multiple times for ear infection Penicillin did not cut it
2824,Cefixime,Pneumonia,10,40079,6,I had an instant relief from pneumonia within hrs of taking the first tablets of Cefixime Thanks
2825,Belbuca,Chronic Pain,2,42648,8,I had open abdominal surgery on my gall bladder and bile duct horrible scar tissue pain and nerve damage this medicine did nothing for me Very expensive and does not work
2826,Belbuca,Chronic Pain,2,42641,14,I started this medicine about three months ago At first it worked great after weeks it does little to none I have degenerated disc and severe nerve pain down my neck and shoulder Im also prescribed tramadol which works better and that says enough I have been on hydrocodone which works way better then this medicine Disappointed My doctor said it was x the strength of a Norco Lie
2828,Belbuca,Chronic Pain,1,42639,14,I have nerve damage in my brachial plexus Also Ive had cubital tunnel and carpel tunnel surgery Nerve pain is aweful its constant and its exhausting Ive had the pain for over years and Ive been on every thing from Vicodin percocette opana dilauded and OxyContinmy pain doctor and I switch meds every few months due to my building a tolerance I usually take mg OxyContin x daily sometimes switching to morphine mgx daily We decided to try Belbucca HUGE mistake It did nothing for pain and the stomach issues were the same as everyone elses Im going back on OxyContin in a week
2829,Belbuca,Chronic Pain,2,42636,18,Have been in chronic pain for years due to head neck Ts Ls and S damage This is one of the most annoying delivery types ever thought up by the ever failing pharmaceuticals Gross taste and yes to much ends up swallowed as all pain patients have dry mouth due to everything weve had to take Fail It works only on some of my pain it aggravated headaches to full on migraines daily and did nothing but inflame my worst area Nausea yes bowel pain and dis function miserable for anyone with a intestinal issue Why is this being pushed so soon we all know new meds are never safe would love for the big s to get out of my Doctors care Im going to fight back and insist my Doctor be smarter then this save me side effects yet to be seen
2830,Belbuca,Chronic Pain,10,42620,49,THIS MEDICATION WORKS I was first prescribed Butrans patches mcg and they worked great but they can sweat off in the Texas summer heat so I was given Belbuca mcg They work just as wonderfully as the patches did I have never had a problem opening them I also have found that if I dont talk while the film dissolves it doesnt curl up or mess up in any way There is a video on the belbuca website showing exactly how to place them This medicine changed my life I have arthritis and DDD in my back and neck disk herniations nerve pain in my arms because my neck needs surgery and I still live normally due to this medicine I recommend
2831,Belbuca,Chronic Pain,3,42617,22,I was on Percocet and due to the DEA wanting to cut back on the amount of tablets that was given out my doctor was forced to try me on something else he tried Opana but that was my worst nightmareMy heart went crazy and my breathing was way offNow he has tried me on Belbucastarting out at and moving me to the only thing I can say is I m not sick or having withdrawalsother than that I have bad pain and cant do anythingThe medicine doesnt stick to my jaw half the time and when it does it leaves a white film that doesnt dissolveI feel Belbuca was studied long enoughor the participates didnt have the chronic pain that others haveI feel its weak in comparing to percocetI took daily and wish I was back
