uniqueID,drugName,condition,rating,date,usefulCount,review
440,Medroxyprogesterone,Birth Control,1,41555,26,My first shot of DepoProvera was almost three months ago and I am due for my second shot in less than two weeks I will not get that second shot and must say DepoProvera worked very bad for me Ive been bleeding straight for two months now awful mood swings and depression extensive hair loss and no sex drive at all
441,Medroxyprogesterone,Birth Control,10,41540,26,DepoProvera has changed my life I am now period and yeast infection free Which is a HUGE deal for someone who has suffered from yeast infections x a month for the past years as well as heavy painful periods Havent had a period since my first shot which was weeks ago I am a healthy year old aside from suffering from migraines I have not had any side effects from DepoProvera no acne hair loss weight gain etc
443,Medroxyprogesterone,Birth Control,6,41536,11,Ive been on Depo for about a year My periods used to be very heavy but now they are very light The downside is that they last about weeks Ive gained about pounds and experience some pretty crazy mood swings My libido has completely crashed and I almost always need to use lube I got DepoProvera because it fits my lifestyle theres no way I could take a pill at the same time everyday
445,Medroxyprogesterone,Birth Control,9,41518,17,DepoProvera worked very well In fact I really loved it I only gained about pounds I do work out times a week Had my period times a year and it was so easy just one shot every three months The only downside was I got a bunch of acne and a bit of hair loss Each month around my period I still had the cravings but never got my period Now that I am off my acne cleared up a bit I highly recommend this birth control Very effective
447,Medroxyprogesterone,Birth Control,10,41514,13,Ive tried different birth control pills before trying the DepoProvera Theres no estrogen so I dont get moody or sensitive I also didnt gain any weight at all and was able to go back down to my normal body weight that I was prior to taking the pill version of birth control The only side effect I feel is a little bit of soreness in my hip after the injection but thats to be expected The one complaint I have is that youre only able to stay on it for years Id stay on it until I wanted to be pregnant if they would let me
448,Medroxyprogesterone,Abnormal Uterine Bleeding,8,41512,35,I was taking Provera for days after my fifth day my period came on a week later and has been on for a week I wanted to know how long would it last Before I had this my cycle stayed on for months none stop
449,Medroxyprogesterone,Birth Control,4,41489,16,Ive only had my first shot The first month was okay I was always hungry severe backaches amp headaches and few hot flashes I got my cycle a week or so late Im in my nd month and Ive been having really bad cramps constant bleeding and diarrhea No weight gain at least not yet
450,Medroxyprogesterone,Birth Control,8,42136,11,I decided to get the shot a month ago So far I have not had a period at allwhich is almost scary but who wants their period anyway No weight gain as of yet and no hair loss I almost backed out of getting the shot once I heard a few horror stories The only thing I have noticed is a little moodiness which happens to me on the pill too so nothing new Not sure about getting the second shot yetwe will see how the next couple months go and if any other symptoms take place but so far it has been great
452,Medroxyprogesterone,Birth Control,4,42132,3,I was on the depo shot when I was and had shots and BOY DID I BLEED the best part was the fact that I never had any cramps but I bled for over years straight and didnt have a regular cycle intill reaching the rd year
454,Medroxyprogesterone,Abnormal Uterine Bleeding,9,42132,12,I have been on this shot for just about one yearI have had one period since being on it which lasted almost a month not heavy by any means still very annoyingNot noticed any weight gain but I always go up and down give or take poundsI would recommend it everyone is different and has different side effects so it is unknown how one persons body will take to itBut worth testing it outHated the Pill
455,Medroxyprogesterone,Birth Control,10,42131,18,Honestly everyones bodies work differently and Ive heard horror stories about every type of birth control but this one has been really excellent for me Ive been on the depo shot for years now planning on switching soon The shot does sting a bit so be sure its injected into your hip instead of arm First month I spotted nonstop but I havent had a single period since No pregnancy scares Very gradual weight gain for me lbs over the past five years Cleared up my acne have plenty of libido I give it
456,Medroxyprogesterone,Birth Control,9,42131,4,I have actually just had my th shot and its been great for me Bled on cerazette like crazy so switched to depo injection My only complaint is that in the nd shot I got really bad boob pain and a bit of weight gain Never had a scare good birth control and also its every months so no problem
457,Medroxyprogesterone,Birth Control,8,42129,7,This is the best birth control I have been on so far I used to be on the pill and it made my periods irregular made me gain a crazy amount of weight made my acne worsen made me super emotional all the time and many other bad side effects I was off birth control for a couple of months and was back to my normal self and actually lost about pounds My doctor thought I should take birth control again and recommended that I switch to this so I took a chance I had one period after I got my first shot about months ago and havent had one since The only bad side effect that I have had with this shot is I gained a little bit of my weight back
458,Medroxyprogesterone,Amenorrhea,9,42129,13,I have always had amenorrhea irregular periods my whole life Recently at I discovered that I have PCOS Polycystic ovarian syndrome by testing that was done I am starting to take Metformin to help it I have to have Provera prescribed every months for prevention of endometrial cancer I have depression and PMDD which is a severe form of PMS so the only downside is that it makes me extremely depressed for when I do have my period But it always makes me have my period by the third fourth or recently fifth day It does what it is supposed to do though and that is good
459,Medroxyprogesterone,Amenorrhea,9,42129,18,I have always had amenorrhea irregular periods my whole life Recently at I discovered that I have PCOS Polycystic ovarian syndrome by testing that was done I am starting to take Metformin to help it I have to have Provera prescribed every months for prevention of endometrial cancer I have depression and PMDD which is a severe form of PMS so the only downside is that it makes me extremely depressed for when I do have my period But it always makes me have my period by the third fourth or recently fifth day It does what it is supposed to do though and that is good
461,Medroxyprogesterone,Birth Control,9,42128,12,I am and have been on Depo since I was due to severe menstrual bleeding When I first got the shot I noticed my bleeding kept lightening up until my second shot and it stopped all together I eat like a pig but thats not really a big deal for me During the first months I lost pounds and slightly over a year later Ive gained back I know a lot of girls fidget and carry on over the weight issue but if you exercise daily and eat appropriately it wont turn into a big deal I definitely recommend this to my friends who either have bleeding issues or just dont want to get pregnant Works PERFECTLY in both cases at least for me
462,Medroxyprogesterone,Abnormal Uterine Bleeding,1,42128,23,This is HORRIBLE I have had the WORST anxiety than ever before and I havent stopped bleeding for weeksI only got this shot weeks ago thinking it would be good Would not recommend this to anyone
463,Medroxyprogesterone,Abnormal Uterine Bleeding,7,42128,7,I had my second shot about a month agoI havent had constant bleeding every now and then maybe times since January I have had spotting I have experienced some cramps but not as bad as I usually get and I have definitely gained weight I had sex for the first time since I started the injection and I have been getting cramps and bleeding like I used to before the injection This has been going on for a week now I am worried and Im not sure if this is normal after having sex on the injection Apart from whats happening at the moment I personally do recommend this injection I started it to stop the pain and just have a break from bleeding and it has done exactly what I wanted it to
464,Medroxyprogesterone,Birth Control,10,42127,8,So yes its effective BUT NEVER GET THIS SHOT I had it times months worst nine months of my life Constant spotting and bleeding never was able to go on the boat because I didnt have enough bleeding for a tampon but would bleed threw a bathing suit felt very uncomfortable and always had to think about if I was bleeding never wore white bottoms or pants It was THE WORST experience of my life If you see this DONT TAKE THE SHOT
465,Medroxyprogesterone,Abnormal Uterine Bleeding,5,42127,29,I have been bleeding for months straight nonstop I am not a happy camper I only got this shot to stop my cycles for a bit but I got totally the opposite I will not get another shot ever
466,Medroxyprogesterone,Abnormal Uterine Bleeding,6,42127,10,I have been on the depo shot for about two months about weeks ago I started having a lot of pressure around my tail bone area horrible cramps way more emotional and spotting then BAM Mother nature hits with a vengeance non stop period yes the depo is awesome because not getting prego but not having sex is having the same affect
467,Medroxyprogesterone,Abnormal Uterine Bleeding,1,42126,11,Ive been having constant bleeding or just huge blood clots since I got the shot weeks ago Also its caused me the worst anxiety and depression Ive ever experienced in my life I would not recommend this to anyone ever
468,Medroxyprogesterone,Birth Control,3,42126,7,I have been on the depo shot since October After my first shot I bled for months straight I consulted with my doctor and she said it was normal I got my second shot and I bled weeks straight Within the shots I started noticing acne headaches all the time and lots of anxietyfatiguedizziness and I find myself being hungry all the time I told myself that I would not get a rd shot I have severe cramps and I have not bled since the weeks after I got my nd shot so I was happy about not having a period I decided to go ahead and get the rd shot I have not had any bleeding but the acne and headaches anxiousness dizziness and fatigue are all still happening I dont like what the shot is doing to my body therefore I
470,Medroxyprogesterone,Abnormal Uterine Bleeding,5,42125,35,The reason this shot is such an effective form a birth control is because it keeps you from sex THATS RIGHT The bleeding is so on and off that its kept me completely abstinent At first I thought this shot was the bomb but seriously I keep telling myself my body will adjust but I feel like Im constantly on my period Its messed up
471,Medroxyprogesterone,Birth Control,8,42125,4,I started the depo a little over years ago but took my last shot in August Since then I have had normal periods but some times have heavy periods in between my periods so Im almost bleeding a month and a half I have had horrible mood swings amp horrible cramps It was great while I was on it I even lost lbs while on it But this sucks
472,Medroxyprogesterone,Birth Control,8,42124,1,The depo shot is extremely effective however I had the horrible experience of mood changes I became an absolute terror and began becoming depressed after just one shot I am switching back over to the pill
474,Medroxyprogesterone,Birth Control,9,42122,4,I really like the shot I have had no weight gain or any other side effects I did bleed very lightly for two weeks my periods normally last or days after the first month on it but I havent had any periods since then Occasionally I will get brown discharge or very light spotting but it is such a small amount that I dont even notice I cant take most birth control because I cant have estrogen but I am very happy with the shot
477,Medroxyprogesterone,Birth Control,6,41694,19,Ive been on the Depo shot for Months I had shots so Faru the first shot was great Ive had no periods at all when I got my second shot About weeks after I started bleeding almost everyday but once I got my third shot it had stopped I am not having any problems so far But I Am constantly losing weight like when I started the shot I was lbs I am now lbs how is this happening I eat all the time
479,Medroxyprogesterone,Birth Control,5,41688,19,I have been on Depo for about a year now I got it in April in and now its February I kept bleeding since I got it till about October So I had about shots by then When got my rd shot I stopped bleeding I havent got a period since then I weighed about lbs now I weigh lbs I gained so much weight
480,Medroxyprogesterone,Birth Control,5,41687,8,I started using DepoProvera middle of January it has been a month and I havent had a period I have severe breast ache on my left breast and sometimes I may get cramps I sleep all the time and I am always tired and on edge I have control on the way I feel and I am grateful for the injection as I forget to take my pills
483,Medroxyprogesterone,Amenorrhea,10,41679,26,My first birth control experience was a disaster I was taking TriSprintec TriSprintec made me gain pounds acne increased my periods and did the exact opposite of what it was supposed to do After one year of searching the internet for an alternative option I came across the DepoProvera shot I have been on it now for months so this is my third shot and I have come across no weight gainno periods and I think I am one of the few women who has been so lucky The only thing is for the first month of EACH shot you have bloating some pain a little headaches etc It goes away for me after that Nothing I cant handle compared to the periods I was getting before Everyone is different though but I highly recommend this
484,Medroxyprogesterone,Birth Control,2,41679,14,It was great at first No periods and no hassle of taking a pill However I was so tired all the time that I would sleep hours and want to go right back to sleep It also made me very depressed and moody almost manic at times Not to mention it made my breasts smaller
485,Medroxyprogesterone,Endometriosis,9,41678,39,My doctor put my on DepoProvera after laproscopy for endometriosis I had irregular periods after the first shot and after the second I remember I had one period that seemed to last for a month This is a known side effect and as promised it went away after the third shot I havent had my period now in about a year I also havent had any debilitating endometriosis symptoms either I think I gained about lbs total but then again Im also in my s and that could simply be a part of aging I am a big fan It gave me nearly total relief after getting through the first months
486,Medroxyprogesterone,Abnormal Uterine Bleeding,9,41668,24,Ive been on the DepoProvera jab for years due to heavy periods Ive not had one since I spot occasionally but that is very rarely Its not for everyone warranted but it changed my life It has its ups and downs but Im a strong person and I manage the mood swings and Im sensible enough to know now that nearer the time of my jab I get cravings for food and after Ive had it they go My skin improved and I lost weight Thats because I knew it can cause cravings so I managed it I would recommend it if you are a strong willed sensible person Its not a lighthearted contraceptive
488,Medroxyprogesterone,Birth Control,2,41667,15,I am wks into shot and feel horrible My sex drive is gone side pains cramps headaches and so tired all the time My mood swings make me feel like I am crazy Oh and now I have this metallic taste in my mouth I just want to sleep all day because of the constant crampingI feel horrible My face is changing too I am black and my face looks so dry and discolored
489,Medroxyprogesterone,Abnormal Uterine Bleeding,9,41661,27,Had the depo shot for about weeks now I too experiened bleeding for quite a while until my rd shot very light but it look like a normal side effect Now I am completely fine not gained any weight no migraines no pms Sometimes bleeding a week before Im due for my next shot but I was assured that is common
490,Medroxyprogesterone,Endometriosis,10,41651,38,I have severe endometriosis and a lot of scar tissue from laparoscopic surgery four years ago when they removed two large cysts that were wrapped around my fallopian tube which I lost Then last year my right ovary hemorrhaged and I bled internally for two days two weeks ago I had a cyst rupture on my ride side I am SO done with being in pain Ive been in non stop monthly HELL for the past years So I got back on the DepoProvera shot I took it when I was a teenager for two years for my endo pain And I loved it I am so glad to be back on it I am also on a seizure medicine that makes birth control ineffective but has no effect on the Depo shot so that is another plus
492,Medroxyprogesterone,Birth Control,10,41642,17,I have been on DEPROVERA shot for about a year and a half It works of course But I have recently decided to quit with the shots because of the horrible side effects I have headaches every single day I just want to sleep and thats all I want to do Im a very active person so that was easy to notice Also I get horrible shooting pains that is in my lower stomach and back
493,Medroxyprogesterone,Amenorrhea,10,41621,25,I was really worried about taking this medication I was on birth control and was very moody and emotional and gained about pounds so I went off it and didnt get my period for over months I was told to take this pill for days and I would get my period to days later I took it and sure enough days later I got it Very few side effects just that I was tired My period is kind of heavy but it has been months so I have to make up for lost time I practically had no cramps and feel so much better than I thought I would Definitely would highly recommend it I had a very positive experience
494,Medroxyprogesterone,Birth Control,10,41618,31,I have just recently got my second shot a few weeks ago and since I received my first shot I havent had any periods or abnormal bleeding or spotting I dont even get any side effects It has helped so much since I used to get severe painful cramps and lay in bed for the week when I had my periods It makes me have a lot less things to worry about like chance of pregnancy periods cramps and a lot more things my body was emotionally drained from
495,Medroxyprogesterone,Birth Control,10,41607,34,I have been on the Depo shot for about years now I love it No periods or spotting Cramps sometimes but nothing outrageous I think its a very good birth control
496,Medroxyprogesterone,Birth Control,5,41594,10,Im years old I was on the pill at first but I got off because I was ALWAYS moody So I got on Depo so far its been okay but since Ive been on it my face has started peeling Im always putting lotion on my face
497,Medroxyprogesterone,Birth Control,9,41593,12,I have been on Depo Provera since I was so about five years I have had no issues with it I have not had a period in years before I had terribly heavy periods I did not experience any weight gain do not have trouble staying fit and do not experience any moodpersonality swings I just dont like that its likely weakening my bones but I try to stay on top of that with calciumD supplements However I do wonder if its had a negative effect on my sex drive but thats inconsistent and I have nothing to compare it to since I got my shot as soon as I became sexually active so its hard to say
498,Medroxyprogesterone,Birth Control,9,41591,13,Comment As mentioned in my previous comment I personally have had no issued with the Depo shot and would have loved to continue on this form of BC The reason I am stopping is because my older sister tried the shot about years ago while I was away at school I never knew this about her experience and our doctor says this side affect has never happened before but it was like the others where she experienced CONSTANT HEAVY bleeding for months straight but it wasnt like a period blood she was bleeding internally It made her blood cell count change so drastically they thought she had cancer She was hospitalized for about a month I will not be continuing the Depo Shot because she has begged me not too
499,Medroxyprogesterone,Birth Control,1,41590,18,I have been on the depo shot for almost months now and it hasnt been too bad The only problems Ive had is severe mood swings nausea and headaches daily Im a sick person anyways so Im not sure if Ive gotten other side effects but I do know those are from the depo My periods are now pretty much gone My second shot I had a period for about months but it wasnt heavy I plan on getting off of it though after this shot wears off because I have been reading a lot of bad things about the shot Severe mood swings depression anxiety hair loss osteoporosis infertility etc I eventually want to get pregnant but you can lose all options if you continue the shot for an extended period of time and I dont want that to happen
500,Medroxyprogesterone,Birth Control,10,41889,23,Very effective but bad side effects Im and Ive had two doses of it but I wont be continuing it I have gained weight that is IMPOSSIBLE to lose I get head rushes and I feel dizzy almost every time I stand up and lots of cramping I stopped getting my period but one every monthtwo months I have a few drops of blood but thats it Im not happy with the shot but it was effective
504,Medroxyprogesterone,Abnormal Uterine Bleeding,5,41865,31,Ive been on the shot since April now that I have my second shot I spotted blood a few times but now theres constant bleeding
505,Medroxyprogesterone,Birth Control,3,41865,11,Im yrs old I went on DepoProvera for months and it was horrible I constantly felt like I was running a fever and sweating like crazy I had horrible PMS but no period The only good thing about it was the convenience
506,Medroxyprogesterone,Birth Control,4,41864,34,I started this birth control at lbs so I was already a little heavy but I was working out and eating healthy to keep losing weight The first shot seemed fine By the second shot I gained lbs which I thought was odd but the doctor said it was normal I then started becoming very depressed and spent most of my days sleeping or in bed I gained another lbs when it was time for the third shot The rd shot made me gain more lbs where I was at I always ate relatively healthy and went to the gym And I decided to not take the th shot And its been about a month past when I was supposed to take the th shot and Im finally starting to lose weight Im at now and still have a long way to go
507,Medroxyprogesterone,Abnormal Uterine Bleeding,10,41862,57,I only had one shot It lasts months During those months I got my period the first month amp not the other two Now I came down to Trinidad on vacation before I was able to get my second shot Now Ive been bleeding for months STRAIGHT I know this is abnormal I have the worst cramps amp my whole body hurts
508,Medroxyprogesterone,Abnormal Uterine Bleeding,8,41862,38,I have been on the DepoProvera shot for years I love it I havent had a period since I got the first shot Then one day randomly I started spotting I wasnt to concerned at first but the bleeding went on and got heavier over a span of months I had been trying to get into the doctors but that hadnt been working out Finally I was able to talk to my doctor and it just turned out to be my body basically adapting to the progestin so instead of coming in every weeks I come in every to weeks depending on if I start bleeding
509,Medroxyprogesterone,Abnormal Uterine Bleeding,7,41861,18,Ive had DEPO PROVERA for about two years for the first couple of months I was bleeding like crazy then it lightened up to only spotting occasionally and bleeding the week my next shot was due I gained pounds throughout the two years which was not bad but recently Ive been bleeding for almost a week straight it kind of sucks because I have a boyfriend and I want to have sex I just have to deal with maybe the next time Ill get the shot it wont be as bad If the bleeding continues as it does now I might just go back on the pill
510,Medroxyprogesterone,Birth Control,5,41860,15,My first shot of depo was great no mood swings or any other side affects other than some very light spotting Happy with my first shot I got a nd but it didnt turn out as the first shot did Im happy because theres no mood swings or really any mental side effects which is why I switched from the pill However I was told my period would completely go away or just be light spotting but for some reason I have now been having a normalheavy period for over a month now which concerning Ive also been experiencing a lot of headaches and cramps that can get so bad theyll sometimes wake me up from dead sleep Ill be going to the doctor soon to get off of this blood loss is not fun c dont think this is super common though
514,Medroxyprogesterone,Birth Control,2,41844,20,I gained pounds on Depo Provera shot
515,Medroxyprogesterone,Birth Control,9,41841,24,When I was I had the WORST period Major cramps to where I couldnt go to school bloated super bad So my dr Recommended the shot I got it And since then Ive had not even the slightest spotting And its been years One night the condom broke completely and I was so worried But didnt get pregant Ive gained pounds over the course But I for sure recommend
516,Medroxyprogesterone,Birth Control,6,41841,6,I was on the Depo shot for a little over a year and a half At first I had a very long period days for a few months when my period was generally about days previously Then I stopped having a period altogether Its been a month since I was due for my shot After reading online I was worried that I would be waiting monthsyear to get my period back after it however I woke up today and thankfully got it Ive never been so happy to get my period before I guess Im one of those lucky few that get their period back as soon as they are off of it
517,Medroxyprogesterone,Abnormal Uterine Bleeding,1,41835,17,My first shot was July the last shot was March Four shots total and in that time I had some type of vaginal discharge every month I wore some type of pantyliner or pad everyday during this time because I never knew if I would have a period The bleeding wasnt always heavy but I bled enough that I became iron deficient anemic I did experience larger than normal clots some months I wanted to try the full year to see if my periods would ever stop but the lack of iron made me get off Depo
518,Medroxyprogesterone,Abnormal Uterine Bleeding,6,41831,13,After years of not getting the shot I decided it was time again endometriosis is very painful and it had returned so it was time The last Depo Provera shot was great no periods no weight gain no hormonal imbalances This time I have the hormones of a pregnant woman and Ive been bleeding heavily for two weeks since giving myself the shot I dont have cramping too bad and my face has cleared but this hormonal imbalance headaches and heavy bleeding is kicking my butt even more tired than normal
519,Medroxyprogesterone,Abnormal Uterine Bleeding,1,41824,36,I do not like this medicine Ive only had one shot so far I didnt come on my period for two months now on the third month Ive been on for weeks already The pain is worse then my normal cramps Im not getting my second shot Im only
521,Medroxyprogesterone,Birth Control,1,41822,6,I am with kids I tried the pill but had incredibly tender breasts tried the copper coil for weeks but had cramps and spotting I thought Id give Depo Provera injection just one go I dont think my body likes hormonal contraception I am constantly bleeding after the injection AND I suddenly have psoriasis all over my face and hands Its peeling red and itchy I look like someone beat me up Its embarrassing as you can imagine
522,Medroxyprogesterone,Birth Control,10,41821,11,I was on the shot for years Im pounds naturally I weighed up to while on the shot It is extremely effective for protection against pregnancy Although I have no sex drive and terrible mood swings and weight gain in abdomen face and buttocks The pros would be clear skin and effectiveness against pregnancy but wouldnt recommend it for short term birth control or for women who gain weight easily Took my body almost a year to regulate itself after stopping
524,Medroxyprogesterone,Birth Control,4,41819,7,Does its job as a birth control Convenient that it is only every months and its discreet However the side effects arent worth it I had mood swings increased appetite and cravings which lead to a lb weight gain within first months and constant bleeding for over months Once I switched to the pill after my first shot my appetite went back to normal Im acting like myself and the bleeding stopped immediatelyI receive free service at Planned Parenthood as a teenager so all of my birth controls are at no cost
526,Medroxyprogesterone,Birth Control,10,42089,16,I have been on this shot for years almost now I had had no serious problems I gained about pounds and I am having trouble losing it but that is it When I first got on this I actually lost weight amp was the smallest Id ever been but I decided to try to switch to the pill hated it amp then got back on Depo which is when the weight gain happened I had major mood swings but am now on another medication to help control that It definitely works and love not having a period Just hate the weight gain This is definitely a birth control I would recommend
527,Medroxyprogesterone,Abnormal Uterine Bleeding,5,42088,0,for a long time i have been irregular bleeding i would bleed for months on end but sometimes it wouldnt be bad just light but others it would be to were i couldnt stand up so i finally had enough of that and went to the obgyn she presribed me provera and i am just now on my third pill on my second i started lightly spotting but it went away then today thrid pill i am bleeding not bad but enough to wear a pad hopefully this works im not to sure right now
530,Medroxyprogesterone,Amenorrhea,10,42084,34,I hadnt had a period in months My doctor prescribed me Provera mg once a day for days She stated if I get my period in those days to stop taking the pill at that time Today was day and my period came I had no side effects from this medication I had normal cramps at the onset of my period this morning It seems to be a normal beginning flow as with any other time I had my period I will report back to let everyone know how long it lasted
531,Medroxyprogesterone,Birth Control,1,42083,0,I would never reccomend this shot to anyone I know everyone is different but i am years old and have been on it for years Ive experienced crazy weight gain hair loss and my anxiety was bad before but now it is terrible where it is causing me to not even sleep at night anymore I do like the no periods but all the other side effects just kind of ruin that If you are looking for birth control methods all i have to say is just DONT pick the depo shot
533,Medroxyprogesterone,Abnormal Uterine Bleeding,1,42079,67,I have been on the shot since December th have had a period from January th to the present
535,Medroxyprogesterone,Abnormal Uterine Bleeding,10,42078,29,Had abnormal bleeding after getting double dose that was a month before next dose
536,Medroxyprogesterone,Abnormal Uterine Bleeding,6,42077,0,I got the depo shot months after having my daughter in I wanted to make sure I didnt get pregnant again No periods at all and no side effects other than always wanting chicken I only got the shot that one time though because I moved and didnt have the insurance coverage anymore to get the shot I recently decided to get the shot again when I got a new boyfriend It was horrible I had constant headaches and more pregnancy symptoms than I had when I was actually pregnant I also bled for weeks at a time I decided I would give it another try after talking to my doctor and reading online that most people have issues the first one my issues are still the same with the bleeding I hate it
538,Medroxyprogesterone,Birth Control,4,42075,0,Was having some trouble with the pill i was on for a year and switched to the shot The first three months were great No weight gainacne and I felt great After about two and a half months I began to start bleeding and having severe cramps so much so I could not stand up straight At the height of my cramps I discovered my body had shed my entire uterine lining at one time and it was the most frightening and gross thing I had seen After the three months had finished I had my period for seven weeks and am finally back on my regular schedule Never again will I use this shot
541,Medroxyprogesterone,Birth Control,4,42070,1,I took the shot after weeks postpartum due to breastfeeding aswell Slowly but surely I started experiencing minor side effects which graduly became worse after the rd shotOMGi gained pounds in months severe insomia heart palpitationshair loss severe anxiety arm pain shooting from my shoulder to my fingers numbness and tingling on both arms fatigue depressed When I really started getting concerned was when I started twitching and would goult out of my sleep with anxiety attacksI had chest pains n poking sensations in my heartI had no clue it was really from the shot till I decided to skip my next appointment and With in days of not getting the next dose I started feeling so much betterthe shot is POISON
543,Medroxyprogesterone,Birth Control,9,42069,1,I am years old and have been on DepoProvera for almost two years while in a four year committed relationship My doctor recommended DepoProvera for me because I suffer from chronic migraines so any birth control with a high level of estrogen would most definitely make my migraines worse So far I have to say I am pleased with my experience while on the depo shot The side effects I have experienced have thankfully been able to be fixedaltered Such as slight weight gain which I help to control with diet and exercise Loss of sex drive which my longtime boyfriend is more than happy to help with And I tend to start spotting around the time that my next shot is due Once I receive the depo shot within hours the spotting stops
544,Medroxyprogesterone,Abnormal Uterine Bleeding,7,42064,29,I love how all of you say that you cant lose weight on Depo I gained about pounds started dieting and exercising and now I have lost all of that weight and more Yes I have some spotting but its better than having to take a pill everyday
546,Medroxyprogesterone,Abnormal Uterine Bleeding,10,42063,40,I am years old and bled heavily for weeks Due to my religious beliefs I will not accept blood under any and all circumstances so I tried provera at an attempt to stop the bleeding On the st pill I went from bleeding heavily to just brown spotting and after days my bleeding completely stopped I was on mg for days I just completed my last pill today and feel better than ever Just happy that Im not bleeding anymore and I can be a mom to my month old daughter
547,Medroxyprogesterone,Birth Control,7,42062,14,It is effective However the weight gain of lbs now I need to lose lbs The headaches dizziness and tiredness Feeling hungry constantly and occasional numbness in my hands and feet I am thinking of trying Implanon but the reviews dont look so great Would prefer getting my tubes tied as we have a nice size family I have been on it months since my youngest was born and I hate that I eat and feel pregnant even though I am not
548,Medroxyprogesterone,Abnormal Uterine Bleeding,2,42061,75,I got the Depo shot in October It is now February and I have been either spotting or full on bleeding since then I cant have sex because I start to bleed as if my period just started Ive been on and off the Depo for years and this is the first time Ive had a bad experience with it I also gained pounds since October but I eat healthy and go to the gym regularly
549,Medroxyprogesterone,Abnormal Uterine Bleeding,10,42057,6,New years eve I went and got my first birth control shot Ive been on the pill but Im inconsistent and it didnt do much for me No side effects except for oneNo periodThis is a possible side effect but the website says only of users and only after a year of use I was hoping for it but had resigned myself to waiting until Both this month and last month I could feel quotphantom crampsquot mine are in my back but no blood No pain Just a very tiny ache like what it used to feel like before I started Im very happy with it because it used to be bad enough to keep me in bed all day I just hope it lasts
550,Medroxyprogesterone,Birth Control,8,41367,10,Ive been on the shot for months now When I first got the shot about three weeks in I started to bleed like normal period but then got lighter and lighter and continued for weeks Eventually it went into light spotting about every weeks for a few days I also will get a lot of sharp pain cramps that will last a few minutes every now and then but this happens randomly Other than that I have no side effects The doctor tells me the spotting and cramps will stop as my body gets used to the shot
551,Medroxyprogesterone,Birth Control,7,41367,19,It was very effective amp I didnt experience ANY weight gain I lost weight My periods were shortlight amp it was nice not having to remember to take the pill everyday I DID experience more PMS also known as random crying tiredness dizziness and light bleeding between periods I heard your body starts to adjust to these symptoms after a while though but I got too nervous about not getting my period every month so I switched back to the pill If youre on the fence remember every person is different so why not give it try Its only for months at a time You can always switch back to normal birth control if you have any issues
552,Medroxyprogesterone,Birth Control,8,41358,20,I always had trouble finding the right birth control for years now Not only would certain ones contribute to a lot of weight gain or very bad mood swings I was horrible with taking my birth control pill on time I was having horrible cramping and pain with my periods to the point that I would have to call off from work Since being on the Depo shot I have had no side effects I always eat a lot and I dont work out often so if I do gain weight thats my own personal issue Im glad to read these reviews and to be informed about the bone density because my doctor clearly never told me that I havent had any mood swings or emotional breakdowns like the other pills did to me
554,Medroxyprogesterone,Birth Control,4,41355,14,Ive been on the Depo shot for and a half years I love it because Im not getting any periods and its not like the pill having to remember it daily However in the course of being on this shot I have gained pounds Im always hungry and I get very moody I also have extremely bad headaches Im switching to the Nuvaring because my weight gain is unbearable and my headaches are chronic
555,Medroxyprogesterone,Birth Control,10,41338,1,I was on Depo for over years Greatest years of my life No period No cramps No bloating No PMS No side effects NOTHING My doctor made me take a one year break from itas straight years is way longer than you should be on itbut my bone density is fineand I will be returning to my Depo next month This past year off of the Depo was the worst year of my life My period returned approx months after my last shot and got worse and worse with each one Horrible acne Weight gain Moodiness Depo took all of that away For those of you who had constant bleedingspotting after your first shotit is EXTREMELY IMPORTANT that you get your first shot on the th or th day of your period to make sure amenorrhea kicks in
557,Medroxyprogesterone,Birth Control,9,41332,14,Ive been on The Depo for about months now I got on it to stop my period but Ive had non stop bleeding the whole time I asked my doctor if there was anything she could do and she said to wait it out I searched about bleeding on the shot and tons of people said they bleed continuously the whole time they were on and some said once they stopped the shot the bleeding didnt stop I also am breaking out in places I normally dont like in my neck line and forehead Im not getting the shot again if the bleeding doesnt stop
558,Medroxyprogesterone,Birth Control,8,41331,4,Im and got the shot about months ago So far my periods have remained regular On the downside I now feel hungry ALL the time All I do is eat I have these irresistible cravings now Im noticing weight gain of course because Im stuffing my face but Im miserable if I dont eat what Im craving or when Im hungry Also Ive been having excruciating headaches I already have migraines I had them for years before I got on the shot but they had stopped when I started a new medicine now theyre back since Im on the shot Its terrible hopefully the cravings appetite headaches and also these mood swings Ive been having get better If not Im switching
560,Medroxyprogesterone,Birth Control,3,41303,19,I was on birth control pills Ortho Tricyclen Lo for about years My DR told me I have high blood pressure She thought it would be a good idea to get off the birth control pills to see if that was the main cause of the high blood pressure amp recommended that I go on Depo instead She told me I could get the shot right there and then and then I would have to come back in months and get another shot I have only been on Depo for months The first month I never got my period The second month Ive had my period for weeks I cant have sex because Im bleeding Im crabbiermoodier then usual I can fall asleep just fine but I wake up at am every morning and cant fall back to sleep Never had this happen before
